code,province,weight
C033,MI,1911
C034,FR,36460
C037,VI,14735
C038,PV,7038
C040,TE,491
C041,VR,3779
C044,LI,9071
C045,TO,1801
C046,CN,2157
C047,AT,1245
C048,TO,2240
C049,AT,3772
C050,PV,711
C051,ME,3083
C052,MI,11249
C053,PV,6818
C055,BS,8361
C056,VI,2928
C060,AN,4958
C057,PD,1528
C058,AV,1110
C059,MN,3247
C062,BZ,2301
C063,SV,325
C064,AT,601
C066,CB,297
C067,PA,8843
C065,RA,9594
C070,FM,2304
C073,TV,2228
C072,BS,6599
C069,SA,1688
C075,BO,1872
C074,PA,11641
C076,MN,4669
C078,VR,11804
C079,BG,10430
C080,RN,405
C082,IS,329
C081,CN,158
C083,AQ,434
C085,GR,4771
C086,BO,1251
C090,AQ,311
C097,CE,1152
C091,CT,4567
C096,AQ,6634
C094,ME,1288
C089,CR,566
C093,AP,8613
C098,RI,286
C102,AR,3119
C101,FI,17450
C100,AN,18679
C104,LT,4303
C103,TN,614
C105,AV,2014
C106,BN,886
C110,IM,292
C107,MO,32607
C113,PI,13350
C108,CS,9844
C111,TV,33369
C114,CH,4373
C115,CR,475
C117,TR,2124
C116,RM,8971
C119,VI,6130
C118,MN,12589
C120,PZ,918
C125,SA,9225
C121,BO,4479
C123,CH,367
C122,RO,1568
C126,AQ,1103
C127,AT,2755
C130,TP,15293
C128,TE,7496
C133,TO,9999
C129,NA,66164
C134,BA,19536
C135,PA,3339
C137,AL,92
C136,TA,17095
C139,VA,14397
C140,CN,303
C142,AL,401
C141,RE,15271
C143,IM,1265
C148,AL,4522
C145,PC,4668
C147,GR,1450
C149,NO,335
C152,AN,1629
C153,CR,9374
C154,AT,304
C156,AL,158
C155,BI,841
C158,AL,2006
C157,PV,1016
C160,AL,472
C162,AL,1524
C161,AT,168
C165,CN,1369
C167,CN,326
C166,NO,9890
C169,TE,1129
C172,SI,2888
C173,CN,935
C174,PI,1984
C175,CB,552
C176,CN,308
C177,FR,3447
C178,CE,1463
C181,VA,2006
C183,TN,227
C184,PV,1184
C185,BO,6552
C186,SO,635
C187,LC,2598
C188,NA,7926
C189,TN,2277
C190,TV,7081
C194,TN,1211
C195,MN,5228
C197,CB,1477
C199,PZ,2095
C198,FG,2105
C201,PZ,812
C200,IS,107
C205,CN,62
C202,FG,1297
C203,RM,7422
C204,BO,18306
C207,RO,4159
C208,BS,10993
C206,CO,1309
C210,ME,1115
C209,PZ,792
C211,CE,3839
C213,PV,588
C215,RO,2739
C216,TN,1055
C214,CN,114
C217,PN,861
C218,RE,8493
C220,CO,914
C219,RE,10451
C222,FG,1429
C224,RI,1066
C223,FR,883
C225,VR,13284
C226,AT,871
C228,LO,1625
C229,AL,694
C227,SI,9073
C231,SA,2798
C232,AT,3235
C230,AT,754
C236,LU,5958
C235,SA,607
C237,RM,8597
C241,TO,423
C240,SP,8410
C243,AL,5247
C242,MO,14930
C244,PI,2215
C245,BN,1482
C246,IS,1662
C247,IS,168
C250,BN,1225
C251,MC,4564
C248,AN,3539
C252,PG,3285
C254,BZ,6872
C253,AT,406
C261,PC,13661
C259,SA,13721
C255,BG,2875
C262,SA,2428
C265,BO,20875
C263,AR,2695
C267,MC,273
C268,RI,1296
C266,RM,886
C269,VT,2656
C270,IS,507
C271,PZ,1359
C273,VA,1300
C272,SS,5946
C274,AL,413
C275,AG,8129
C276,SV,139
C278,AQ,148
C279,AQ,958
C280,BN,2624
C282,AO,2644
C283,AV,1589
C284,BN,1203
C287,MO,11195
C286,TP,31691
C285,RC,7078
C288,PC,5379
C289,TR,2910
C290,CR,301
C291,CE,25466
C292,BO,15191
C293,BS,11443
C294,AO,4753
C296,BO,5558
C297,CT,3182
C298,CH,1748
C299,CO,1202
C303,LU,1804
C301,CS,2932
C306,SA,1379
C300,VA,7719
C304,LO,4665
C302,GE,1592
C307,TO,6460
C309,PG,15433
C311,TE,2161
C308,PE,834
C310,GR,7287
C312,MN,23274
C314,CN,705
C313,SI,2323
C315,VT,2321
C316,TE,2285
C317,CN,884
C318,AR,2162
C321,AP,2774
C319,AR,13210
C322,TE,1456
C323,CN,487
C324,BG,3416
C325,SO,1569
C327,UD,3817
C329,LO,2795
C330,BS,1713
C331,AP,2344
C332,BS,7139
C334,LE,2920
C336,LE,5257
C335,LE,3937
C337,BG,1331
C339,FC,6344
C338,FR,4756
C340,FR,4001
C341,AG,2919
C342,EN,27586
C345,PZ,1044
C343,VA,5240
C344,PA,3053
C346,CB,932
C347,ME,2468
C348,CS,291
C349,CS,22160
C352,CZ,90240
C351,CT,313396
C353,EN,4798
C354,PE,1374
C356,AG,3715
C357,RN,17228
C360,PV,6753
C359,BN,2050
C361,SA,53450
C362,LO,835
C364,NO,375
C363,BI,3641
C365,NO,1176
C367,VB,262
C369,TO,2179
C370,VR,5910
C372,TN,4105
C374,CO,3001
C375,CN,644
C376,CN,5484
C377,LE,12840
C378,NO,1340
C380,TN,1078
C381,CO,218
C382,VA,5811
C383,VE,14021
C384,TV,2937
C385,PN,1512
C387,AL,295
C388,VE,26314
C389,UD,1059
C390,RM,11378
C392,TN,520
C393,TN,2928
C394,LO,2225
C395,MB,7323
C396,BG,2620
C398,MO,7022
C406,MN,3857
C408,BS,10941
C407,AR,9576
C405,RE,9892
C404,TO,5498
C400,TN,243
C410,BG,1680
C413,FR,23494
C412,VR,1513
C409,VA,815
C414,PV,242
C415,LI,28120
C417,BS,1215
C421,PA,14310
C418,SO,456
C420,PA,1028
C422,VE,6145
C424,BR,19965
C426,AQ,10982
C429,FG,1581
C432,AL,499
C430,CS,2763
C428,CH,900
C435,CR,511
C439,BS,4937
C437,CS,493
C440,AT,487
C438,AT,706
C436,BA,5789
C441,CN,99
C442,FG,162
C443,SV,5200
C444,SA,1895
C446,VT,1350
C448,BR,6584
C447,VT,1184
C449,TE,2511
C450,VC,826
C453,CZ,568
C458,BL,1307
C456,BG,2570
C457,BG,3790
C459,BG,4268
C463,SV,3489
C461,RO,1683
C466,CN,6917
C469,FE,35582
C470,SA,5151
C471,EN,5416
C474,PE,10956
C472,CZ,391
C476,BN,3394
C478,VB,313
C479,FR,8875
C480,EN,1979
C481,GE,3816
C482,CO,549
C483,NO,6804
C484,PV,2192
C485,SA,2350
C486,CB,3756
C487,TO,1792
C488,CB,667
C489,CS,2362
C492,AQ,1615
C494,UD,677
C493,SO,780
C496,PA,5235
C495,NA,18211
C497,TO,1041
C498,VR,16601
C500,RO,3590
C501,KR,1147
C502,MN,2634
C505,TO,161
C503,AL,416
C504,CN,2072
C507,AL,317
C506,BG,1597
C508,PV,188
C511,IM,1229
C509,PV,724
C510,SV,5561
C513,PC,128
C514,FG,58517
C512,MB,6519
C516,CO,9218
C515,CS,3157
C517,TE,1627
C518,RM,1120
C520,CO,6771
C521,LC,3891
C523,MI,33867
C525,BN,3940
C524,AN,3736
C526,BI,624
C527,PG,1066
C528,AT,228
C531,AL,1391
C529,FI,10929
C530,CN,451
C533,AT,598
C534,IS,1274
C532,BI,2897
C536,MI,5119
C537,MI,15224
C538,VR,2461
C539,PZ,641
C540,FI,16159
C542,CZ,1212
C541,PV,5391
C543,RM,448
C544,PD,5770
C545,FR,8094
C547,CN,5084
C549,BS,663
C548,VC,50
C550,CN,2256
C551,PV,1245
C552,RM,37759
C555,LO,2165
C556,UD,13867
C553,RA,28794
C554,CS,818
C557,AV,9578
C558,CE,5000
C560,CS,1388
C559,IM,1160
C561,CE,8897
C562,BL,2969
C563,LC,2378
C564,TO,961
C565,MI,23755
C566,MB,38614
C567,VB,596
C569,MI,14278
C568,ME,2390
C573,FC,96589
C576,AV,2602
C574,FC,25781
C578,IM,279
C577,BL,3988
C580,TV,3821
C581,VV,3282
C582,MC,504
C583,AT,396
C585,BS,1912
C584,SA,2105
C587,SI,2711
C588,CS,10112
C589,CN,5768
C591,BS,887
C593,AO,760
C594,AO,548
C595,AO,939
C596,AO,716
C598,AO,2457
C599,CN,9096
C600,SS,431
C606,AV,497
C608,SI,7109
C605,VI,12891
C604,TO,348
C609,PI,1366
C616,CZ,5660
C614,TV,3735
C612,RG,8196
C615,AN,14800
C613,SS,1640
C610,TO,1654
C620,IS,226
C618,BS,18856
C621,GE,27429
C623,SO,7347
C619,PZ,1911
C624,TO,2067
C625,BZ,2806
C627,TO,36742
C628,SO,2496
C629,TO,233
C630,BL,1364
C631,PT,4581
C632,CH,51330
C634,CR,2282
C633,FG,1679
C637,PV,4005
C640,PN,5185
C635,BG,3357
C641,UD,650
C648,AR,910
C638,VE,49650
C639,TO,892
C651,SO,2553
C650,VI,2548
C649,BG,5998
C654,PA,2766
C652,BZ,5211
C653,CN,3623
C656,UD,650
C655,TO,1667
C658,AT,219
C657,IM,591
C660,IM,572
C659,AV,2264
C661,SI,1886
C663,AR,1992
C662,SI,8614
C665,TO,26921
C668,AG,3422
C669,RE,3778
C672,BL,405
C670,TV,6093
C674,CZ,963
C676,SA,1217
C673,GE,2483
C675,NA,12898
C677,RM,1333
C678,CR,963
C681,CN,189
C680,VC,4549
C679,TO,389
C684,PV,1336
C685,BS,1584
C686,PV,5549
C689,TV,3376
C691,BS,546
C696,PA,3737
C695,RC,566
C697,NA,7193
C698,BS,1277
C699,PN,377
C701,AT,441
C705,GR,2580
C703,CR,1254
C704,MC,10289
C702,RM,595
C700,TN,710
C707,MI,75659
C708,PA,12438
C709,SO,344
C711,TO,255
C710,RC,6518
C712,TN,356
C713,PD,1979
C714,VE,3247
C715,TO,358
C717,CS,4939
C716,CE,430
C718,IM,1283
C719,BN,2343
C722,TO,18813
C723,MT,369
C724,CO,2131
C725,KR,2862
C726,KR,14847
C727,TN,300
C728,BG,6403
C729,SV,2094
C730,BG,5743
C732,VA,10411
C733,MI,4867
C734,VI,911
C735,TV,2618
C738,CN,88
C739,AT,1233
C740,LT,36923
C741,BR,11600
C742,PG,3514
C743,PD,20157
C744,PG,7750
C745,PG,39740
C747,RC,10338
C746,RI,6786
C749,RI,475
C750,PE,15054
C751,VA,3923
C755,IM,599
C752,LC,3853
C756,TN,3992
C757,VC,258
C758,UD,11204
C759,BG,5213
C760,BS,2735
C763,CS,919
C764,CB,404
C765,VT,16418
C766,AQ,995
C767,RM,13605
C769,IS,925
C768,CH,339
C770,MC,42251
C771,PE,1231
C772,CB,403
C773,RM,52816
C774,AR,9099
C776,CH,832
C779,PE,1777
C781,TE,5036
C780,VT,1598
C778,AQ,286
C777,FC,3777
C782,GR,3173
C783,AQ,3210
C784,RM,2075
C785,SO,1109
C787,CO,556
C789,BG,1377
C790,PN,944
C791,PN,372
C792,CN,835
C793,TO,224
C794,TN,6963
C795,CS,1275
C796,VA,1963
C797,TN,694
C800,BG,8625
C801,TO,1527
C804,AT,298
C807,AT,1471
C803,TO,3202
C806,BS,8681
C810,VA,4742
C812,PD,6475
C811,AQ,228
C813,PV,996
C814,FE,11852
C815,TV,5316
C816,LO,15962
C818,SS,1312
C819,BI,1859
C820,MB,8558
C817,UD,16150
C821,AO,1396
C826,GE,5748
C824,VI,3231
C823,GE,9131
C829,NO,452
C836,FR,1928
C835,BG,1127
C838,PC,912
C845,PG,3465
C839,LC,7776
C846,BN,2407
C844,AQ,897
C841,RI,432
C847,SI,21512
C848,TV,5079
C851,LC,1731
C852,PR,14559
C850,BS,4637
C853,PE,6008
C854,CB,800
C855,CH,191
C856,CH,492
C857,RI,356
C858,RM,21521
C859,RI,198
C860,TO,49674
C862,AQ,1205
C865,LE,6066
C866,AQ,230
C864,FR,961
C867,TO,343
C868,TO,572
C869,LI,16705
C870,FR,683
C872,BL,366
C871,PA,4030
C875,CB,1919
C876,RI,1555
C877,AP,3669
C878,IS,1345
C880,RI,524
C882,VS,843
C879,SA,3611
C883,BS,2148
C884,VC,92
C885,UD,2224
C886,MC,1255
C888,MT,1243
C893,BS,7609
C894,BG,11133
C890,VR,8605
C895,MI,47751
C897,VR,8631
C901,TE,3707
C904,PR,8986
C902,CO,505
C903,SO,1408
C905,CS,1245
C900,RM,4309
C910,BG,1634
C911,VA,1150
C914,MS,704
C912,FE,22369
C908,MI,2079
C917,LO,2290
C918,UD,509
C919,BL,2547
C920,BL,2199
C922,VA,2843
C926,NO,1252
C925,BS,3869
C927,RG,30209
C928,AG,973
C930,MN,1098
C929,NA,1821
C931,TN,1007
C933,CO,84326
C934,PR,1090
C935,AP,3127
C937,BG,4364
C936,CO,1553
C939,CE,1215
C938,VE,2986
C940,SA,681
C941,IS,191
C943,VR,1085
C946,RI,288
C948,BS,15649
C949,VI,2143
C950,VE,10365
C951,MO,8521
C954,RC,5121
C952,MB,15608
C956,ME,486
C955,TO,4641
C957,TV,34999
C960,CZ,1408
C959,RI,632
C958,PV,1625
C962,AL,455
C963,RA,9783
C964,PD,10272
C968,PA,1744
C969,RI,3806
C971,AV,3051
C972,TE,2402
C973,SA,868
C974,SA,3370
C975,BA,26144
C977,AL,962
C976,AV,1351
C978,LE,24258
C979,PV,1716
C980,FE,16428
C982,PV,797
C983,BA,48313
C984,SA,2555
C986,MI,18366
C987,RO,2389
C988,VT,3807
C990,PG,21349
C991,PN,18230
C992,TV,7020
C993,PN,2782
C995,GE,272
C996,LU,5204
C998,FR,1621
C999,AQ,1052
D005,CS,40426
D008,TO,3260
D004,RN,10529
D007,AN,4959
D003,LT,10996
D006,LE,5787
D010,PZ,2525
D009,PA,11158
D011,SA,591
D012,AO,2798
D013,MI,20074
D014,GO,7376
D015,BG,934
D016,BG,309
D018,MI,20499
D021,LO,2905
D019,MB,10729
D020,VI,12012
D022,CN,2082
D024,VT,16383
D027,UD,3189
D026,PR,1883
D028,LO,1144
D029,LO,215
D030,TV,6264
D033,MI,1138
D038,MB,2977
D037,RE,25694
D040,PD,5263
D041,CO,820
D042,MC,15461
D043,TE,5068
D044,LE,5500
D045,MI,34891
D046,AT,215
D048,BZ,2226
D049,CZ,2085
D050,AT,331
D051,AT,274
D052,AT,663
D054,PC,568
D056,CR,1087
D057,CR,1408
D058,BS,7262
D061,PC,4653
D062,CN,2299
D064,BS,1951
D065,LC,1188
D066,BG,1960
D068,LO,1564
D072,AT,575
D076,TE,652
D077,AR,22269
D075,BZ,653
D078,PE,247
D079,BZ,1369
D082,BS,1427
D081,PV,1020
D085,UD,2168
D086,CS,67563
D087,IM,218
D088,SO,5543
D089,RC,848
D092,TO,512
D093,CN,961
D094,BI,14726
D095,SV,1081
D099,VB,659
D096,AP,969
D102,AL,333
D101,AT,515
D103,BG,594
D105,RO,2594
D107,VI,7566
D100,SS,850
D108,PG,1187
D110,BG,3340
D109,PV,379
D111,BG,918
D113,VC,775
D112,LC,4861
D117,BG,9173
D114,IM,838
D118,VR,3733
D121,RA,7487
D119,AT,5865
D120,CN,3346
D122,KR,63455
D123,KR,5500
D124,RI,564
D127,PV,373
D126,BG,4025
D128,MT,726
D131,LC,247
D132,VC,254
D134,VB,733
D133,CN,387
D136,VI,11350
D137,CH,2861
D139,BG,3518
D141,CR,1600
D142,CR,34410
D143,LC,1736
D144,VA,829
D145,LC,1589
D147,CO,701
D149,AL,1083
D151,CR,1755
D150,CR,71924
D154,VC,7867
D156,VI,1317
D159,LO,2258
D157,TV,4534
D161,RO,1871
D162,NO,1608
D165,BI,1522
D166,BO,13469
D168,VB,4579
D171,TA,13770
D172,CN,169
D170,NA,12326
D175,GE,545
D177,VB,1405
D179,TE,1267
D180,CS,1067
D181,CZ,4804
D185,VA,614
D184,CS,9806
D186,CR,641
D187,VC,384
D188,TN,685
D189,KR,3064
D192,VA,3574
D193,VR,5077
D194,AL,328
D196,CO,3405
D195,SA,571
D198,MI,8266
D197,TO,990
D199,VA,3095
D201,PE,1491
D200,OR,2671
D205,CN,56124
D204,VA,2917
D202,TO,7870
D203,CR,448
D208,TO,9789
D210,AP,5391
D211,AN,4688
D207,AT,477
D214,OR,307
D209,CH,4805
D216,NO,2624
D218,CZ,6761
D217,VA,179
D219,BI,472
D221,BG,7579
D222,BZ,2376
D223,LE,4152
D226,PD,7302
D225,VB,90
D227,MN,14807
D228,CE,7068
D229,MI,3917
D230,BN,4045
D234,TP,5587
D233,BG,240
D231,MI,18768
D232,CO,217
D235,PT,1455
D236,KR,10575
D237,LE,8992
D238,VA,3371
D244,MI,6355
D239,VA,1655
D243,TN,655
D245,BG,23348
D246,TN,433
D247,BL,455
D251,BS,15530
D253,VV,1182
D255,GE,1895
D256,VA,3091
D258,SO,448
D257,CZ,5550
D260,CA,4373
D261,CZ,3163
D259,CA,8161
D264,SV,1967
D265,SP,1369
D266,SO,3261
D268,RC,3339
D267,CL,4228
D269,FG,3784
D270,BS,5629
D271,CN,1988
D272,AL,173
D277,AL,182
D273,TN,1285
D278,CR,296
D279,PG,9659
D280,LC,2642
D281,VC,1089
D284,BS,28856
D286,MB,42031
D287,NU,2345
D289,CS,5299
D292,SA,7874
D293,IM,729
D291,CN,3608
D296,IM,2221
D290,CS,1240
D297,IM,5972
D298,IM,1135
D299,FI,5563
D309,NO,1419
D304,CS,4361
D303,VV,2103
D310,CO,628
D300,UD,2304
D305,LE,2964
D311,BZ,3360
D312,GO,1384
D315,CH,358
D314,CN,4793
D316,UD,174
D317,VR,2587
D318,IM,2081
D323,CA,9692
D321,GO,358
D319,IM,1410
D325,VE,14953
D324,TS,5809
D327,LC,2499
D328,CS,936
D329,CO,1464
D330,BL,2430
D332,VB,18261
D331,AV,1838
D333,CA,1657
D334,CI,6207
D338,AO,2533
D339,BI,697
D344,CA,2093
D341,CO,3407
D345,NU,8602
D346,LC,330
D347,NO,2598
D348,PV,4678
D350,BI,525
D351,MN,3418
D352,BG,931
D355,CO,260
D356,AO,511
D357,FC,1612
D360,BO,6617
D358,CR,3853
D361,CE,2130
D364,VV,2082
D365,TN,572
D366,UD,121
D370,CR,566
D367,MI,3036
D371,TN,4969
D372,CN,7055
D373,TO,8695
D374,VB,1055
D376,NU,617
D377,SO,3718
D379,VI,13853
D380,BN,2816
D383,TS,8564
D384,VA,1476
D385,VA,130
D386,BN,2238
D388,AT,1046
D390,SA,40146
D391,BS,4586
D392,BZ,5257
D394,PE,1727
D395,OG,557
D398,LC,1224
D399,CA,9464
D402,AO,236
D406,BG,3496
D403,FI,48442
D401,CN,92
D408,UD,1312
D407,VI,1676
D411,BG,1977
D414,PZ,1407
D412,CN,2023
D415,VE,12322
D416,CO,16347
D410,CN,835
D419,VR,1888
D421,BS,8640
D422,BR,8772
D420,VR,720
D423,TP,27928
D424,SV,251
D428,LC,713
D431,CA,589
D429,MC,1990
D433,TO,268
D426,PN,381
D430,CA,2198
D440,FR,3796
D436,LC,747
D441,SS,396
D434,BS,5262
D442,PD,16461
D443,CA,646
D447,AL,644
D450,RE,6650
D445,CO,2609
D444,AO,493
D451,AN,31212
D452,VT,8233
D453,VV,2174
D454,TR,2859
D457,TN,625
D456,SO,552
D455,UD,2910
D458,RA,58836
D459,FG,621
D461,UD,6334
D462,CO,1222
D464,CS,3861
D463,TA,3546
D465,AQ,409
D467,VA,12419
D469,BN,3658
D470,BL,1926
D468,TN,898
D472,AN,26331
D471,CE,3636
D473,CS,1446
D474,ME,2796
D475,VT,2178
D476,CZ,3993
D480,CH,141
D477,FM,3345
D481,VB,133
D482,CO,4761
D483,FR,559
D484,BZ,2761
D486,MO,2975
D487,PN,1535
D488,PU,60852
D489,TE,288
D490,BG,8043
D492,NO,2025
D491,BG,1292
D493,RI,13819
D494,CH,1956
D496,VI,3821
D495,CH,1399
D497,PZ,640
D499,CN,1757
D504,GO,1726
D505,TV,8881
D503,VT,1510
D502,PC,1244
D501,PE,1486
D508,BR,39749
D509,GE,75
D510,PI,3670
D513,MT,1506
D514,AG,32527
D511,CN,494
D512,GE,457
D518,TP,4292
D520,TO,5171
D524,TO,2327
D523,CN,307
D522,SV,898
D526,PR,8837
D528,AL,2321
D527,SA,1242
D529,MN,1336
D530,BL,20646
D531,CO,3236
D532,TO,530
D537,AO,1821
D538,TR,1905
D539,FR,21131
D540,SR,2479
D541,PU,8563
D542,FM,37396
D543,VA,6872
D544,CZ,2159
D545,RC,1687
D546,CZ,2609
D547,MT,8727
D548,FE,132009
D549,VR,228
D550,CB,3309
D551,VA,732
D552,PV,1196
D553,TO,30
D554,AT,1607
D555,PC,1270
D559,AL,326
D557,RC,781
D560,RI,1370
D561,RM,15708
D562,TO,2698
D564,MC,544
D565,TN,1106
D567,PA,13078
D568,RO,2421
D569,ME,1443
D566,MC,244
D570,TR,1665
D571,BZ,3571
D573,TN,478
D574,CR,1202
D575,FI,14009
D576,BS,2047
D577,RO,4085
D578,VE,8222
D579,CO,5213
D582,CS,1124
D586,RM,462
D585,OR,772
D587,VV,5309
D589,VV,1855
D588,BG,3214
D590,MS,2301
D591,FR,553
D593,PZ,2913
D592,CH,964
D594,PV,855
D596,VV,1417
D595,IS,639
D597,AN,9385
D599,MO,15597
D600,SV,11741
D604,BG,1131
D608,TO,798
D606,BG,3001
D607,MO,17034
D605,CO,9860
D614,CS,2086
D609,MC,201
D615,SA,13971
D611,PC,15306
D613,FI,4660
D612,FI,382258
D617,MO,1249
D621,PN,11701
D622,ME,1391
D623,CT,9560
D619,RC,1022
D624,CS,2963
D627,UD,4953
D629,MS,7838
D628,MC,1378
D630,UD,1139
D635,ME,478
D634,BS,8810
D636,SR,22726
D637,SS,1533
D638,AV,2950
D639,CI,2880
D640,OR,438
D641,VC,194
D643,FG,151726
D644,BN,3336
D645,GO,3048
D646,TO,2343
D649,AR,9473
D650,BN,1405
D651,TN,3163
D652,AP,9261
D653,PG,57164
D655,SP,6353
D656,GR,21443
D654,TV,3864
D660,LO,2314
D661,ME,1021
D662,LT,39736
D663,TN,1419
D665,NU,3942
D666,AO,434
D668,BO,1916
D670,PN,12359
D667,FR,2944
D671,AV,3136
D672,BG,4475
D673,PR,7005
D674,TV,5755
D676,VC,1156
D675,NO,2640
D677,GE,266
D678,AT,572
D679,PD,8087
D680,TV,5894
D681,AQ,357
D685,PR,5619
D683,CE,806
D682,FR,1304
D684,BG,637
D686,BL,3212
D688,BG,190
D689,RI,3160
D690,CH,14125
D691,AP,1301
D693,BN,1235
D695,OR,889
D694,SO,801
D696,PZ,2058
D697,BG,3120
D700,UD,1778
D701,AV,5363
D703,IS,682
D704,FC,117946
D705,FC,13228
D702,NA,17749
D706,VB,440
D709,CE,1470
D707,RM,13010
D711,MO,34327
D710,CR,1031
D708,LT,38145
D713,FE,2731
D714,TN,1351
D715,IS,1911
D712,VC,507
D717,VI,525
D718,UD,575
D719,UD,972
D720,UD,594
D727,BG,3435
D728,PR,5997
D725,TO,3432
D730,LU,7440
D733,ME,895
D731,BZ,1009
D734,LU,591
D736,AQ,721
D732,PV,383
D735,MS,4831
D738,CH,6341
D737,CB,1312
D741,VE,6047
D742,CN,24561
D740,VE,4126
D744,CZ,590
D748,VE,7020
D745,PG,2822
D746,RC,6170
D749,PU,9528
D750,VI,701
D751,CN,732
D754,TA,5271
D752,CN,1549
D755,BN,1034
D756,BN,1838
D757,CH,326
D758,SP,655
D759,AL,516
D760,FM,951
D761,BR,36571
D762,VV,1924
D763,CH,25520
D764,CS,2874
D765,ME,3929
D766,PZ,4181
D767,VV,1654
D768,SR,12727
D770,AL,433
D769,CE,4902
D771,PV,1213
D774,CS,2107
D773,RM,22331
D775,TN,344
D777,AL,491
D776,RO,1423
D780,AL,1438
D784,BN,2272
D785,RI,750
D782,CN,262
D783,MO,1918
D781,TO,282
D786,PG,16607
D787,PG,1835
D788,RO,2677
D789,NA,30076
D790,NA,16230
D793,ME,698
D791,PU,951
D797,AL,704
D798,AV,3731
D796,CH,956
D799,CE,9093
D794,TV,2987
D804,PN,597
D807,PU,293
D803,CH,1737
D805,TO,1673
D802,AT,775
D801,CE,7029
D808,PU,1281
D811,IS,3172
D810,FR,46120
D813,AL,1981
D812,TO,2841
D814,AL,1659
D817,BG,217
D818,VR,4092
D815,FI,23403
D819,FR,2101
D823,CH,950
D821,BZ,2593
D824,ME,3342
D825,ME,3803
D827,VS,1626
D826,SA,763
D828,CS,8121
D829,RA,8155
D830,SO,572
D835,AL,1145
D832,SA,1192
D834,CR,860
D836,PU,5716
D839,AO,458
D841,CR,2017
D842,NU,795
D843,LT,20674
D844,ME,3240
D847,BO,4828
D845,MI,9131
D848,BI,3822
D850,AQ,247
D849,EN,3554
D851,LE,5154
D852,CZ,480
D853,MC,627
D854,TV,6092
D855,RO,1049
D856,CN,589
D858,SI,2752
D859,OG,1445
D860,BZ,3237
D861,ME,2581
D862,LE,27056
D863,LE,15584
D864,RC,1703
D865,LC,8548
D867,FC,2536
D868,LO,1223
D869,VA,53145
D870,VT,2854
D871,VA,996
D872,NO,15700
D873,PV,199
D874,LU,3772
D875,RM,6326
D876,PZ,849
D878,BO,5452
D879,PD,7147
D881,FR,1265
D882,VI,2390
D883,LE,20678
D884,CE,558
D886,CE,2142
D885,ME,371
D888,NU,2435
D889,PD,4329
D890,AL,848
D891,BS,4755
D892,PV,225
D894,CN,364
D895,FI,4852
D897,VI,3404
D896,CB,1459
D898,CH,310
D899,FC,10688
D905,BG,5430
D902,VI,840
D903,BG,1010
D901,PV,10059
D907,PA,6736
D906,BG,1493
D910,AL,685
D909,MT,1055
D911,NO,1423
D912,MI,27226
D913,LC,2441
D915,VR,4105
D917,BS,2652
D918,BS,11528
D920,CN,3180
D921,NO,1831
D923,BZ,1702
D924,BS,2878
D925,PV,9761
D926,LC,2718
D927,SV,1240
D928,TN,392
D930,CO,787
D931,TO,555
D932,CZ,2174
D933,TO,9470
D935,FC,9053
D934,RE,5801
D937,NO,3395
D938,VC,8052
D940,BS,12093
D941,AL,175
D944,AL,4588
D942,RO,1542
D945,RM,1907
D943,BG,879
D946,VA,9334
D948,GR,8535
D947,NU,2668
D949,MN,2983
D951,VA,4647
D952,BG,5042
D956,PD,4305
D957,VR,5359
D958,PC,2069
D959,MN,2259
D960,CL,75458
D961,RN,1150
D962,UD,10920
D963,VA,2871
D965,AN,1781
D964,RM,5984
D966,CR,1196
D967,CN,2662
D968,OR,832
D969,GE,583601
D971,PZ,5711
D972,RM,23894
D974,CO,1028
D970,VS,329
D975,RC,2632
D976,RC,12467
D977,PA,1871
D980,PV,1416
D978,RM,1259
D981,VA,10859
D982,CA,1227
D983,TO,1202
D984,VB,192
D988,VV,2191
D990,SO,168
D987,VA,3886
D993,CR,1331
D995,MI,8897
D996,CH,1406
D994,CA,846
D997,VS,1249
D999,BS,18828
D998,AV,3483
E001,NO,3627
E003,VB,2409
E004,OR,4502
E007,VC,885
E006,BG,6145
E008,RO,2155
E011,CE,644
E009,TO,626
E010,BS,2148
E012,PG,3876
E013,PA,2315
E014,ME,9384
E015,AL,726
E017,CT,27605
E016,RG,3010
E019,SS,539
E020,TO,16483
E021,TV,5138
E023,TP,4035
E022,CI,2063
E025,RC,1862
E024,BI,121
E026,SA,5230
E027,SA,11955
E029,AO,1714
E028,VB,993
E030,CB,801
E031,CZ,3341
E033,PZ,748
E034,BN,471
E038,BA,27667
E040,AQ,1904
E041,RC,19970
E036,TA,22547
E039,CE,3595
E037,SA,1254
E044,RC,7164
E045,TR,1903
E043,ME,7014
E048,TN,2530
E047,BA,20396
E049,OG,1294
E050,CZ,5905
E053,LE,1210
E052,CH,2763
E055,PA,1904
E056,CH,1241
E054,NA,123839
E057,FR,2420
E058,TE,23980
E061,LE,1970
E062,PV,5188
E060,SA,1306
E063,MB,25863
E064,SV,987
E065,TN,743
E066,SV,420
E068,CZ,5093
E067,TO,3948
E069,BZ,888
E070,SP,1361
E071,TV,6037
E072,PV,3237
E074,PA,1174
E078,MN,10278
E079,VA,2714
E081,PV,193
E082,CR,631
E083,UD,4757
E084,CA,483
E085,VS,6602
E086,CI,5032
E087,OR,478
E089,MN,9193
E088,OR,896
E090,SO,1951
E091,RM,720
E093,MT,977
