code,province,weight
G147,NU,2352
G146,NU,1151
G148,TR,20468
G149,BS,12566
G150,BS,2477
G151,TO,1126
G152,TO,928
G153,OT,3292
G154,NU,255
G155,SV,450
G156,SS,3059
G157,AN,34918
G158,OG,790
G160,BG,12431
G159,BG,5222
G161,LC,4777
G163,UD,2894
G165,AV,2123
G164,IM,3356
G166,LO,2033
G167,PD,5695
G168,TN,815
G169,BL,286
G170,BS,14610
G171,LO,1430
G173,TN,854
G178,SS,5813
G179,BS,1446
G181,MI,4288
G183,CN,81
G184,FE,6129
G185,CR,2945
G186,MN,6838
G187,BR,31148
G188,LE,5742
G189,TR,1864
G190,NA,23760
G191,NU,2308
G192,SA,598
G193,AL,628
G194,PV,1104
G195,PC,516
G197,AL,11386
G196,TO,3334
G198,UD,1894
G199,AL,1257
G201,NU,1606
G200,AQ,1214
G203,SS,10594
G205,BO,13770
G204,AL,1421
G202,TO,1206
G206,MI,1489
G207,VS,2777
G208,TP,11336
G209,ME,6246
G211,SR,22263
G210,AQ,1139
G213,BS,4543
G212,PG,969
G217,BS,3695
G215,AL,216
G220,MI,46590
G218,LC,3880
G222,CR,1434
G221,TV,2181
G225,SS,633
G223,LC,6335
G226,SA,5357
G224,PD,209829
G227,BN,3962
G228,CN,2733
G229,TV,21933
G230,SA,35705
G232,RI,172
G233,BG,2090
G234,ME,1168
G237,CH,4331
G238,UD,5019
G240,CN,583
G241,LC,366
G242,AV,1823
G247,BS,185
G243,BN,2391
G248,BS,2143
G249,BG,4032
G250,MO,2156
G251,TA,7841
G254,PI,4603
G252,TA,16144
G253,CT,16639
G257,CB,1714
G255,PR,1104
G258,OT,4207
G259,BG,4528
G260,CR,3806
G261,PZ,4888
G263,PA,2116
G262,TO,843
G264,BS,20062
G266,VC,1229
G267,SR,8730
G268,UD,2961
G271,CH,1362
G272,CZ,1189
G270,FI,1131
G273,PA,673735
G274,RM,21716
G275,PV,1926
G277,RC,2481
G276,FR,8223
G278,KR,1211
G280,VB,1127
G281,SV,939
G282,AG,22962
G283,NA,16045
G284,UD,5422
G285,LE,1497
G286,OR,1523
G288,RC,18839
G287,CI,6048
G290,CH,934
G289,AP,188
G291,BA,21561
G292,SA,3936
G294,CH,1006
G293,RM,13218
G295,BG,5808
G297,VR,1251
G296,TN,168
G299,BZ,721
G298,CS,1054
G306,CR,9015
G302,CN,299
G305,TN,830
G304,PV,316
G303,TO,2043
G300,UD,2192
G307,CS,339
G311,BN,2106
G308,PG,5608
G309,NA,31226
G312,FG,789
G315,TP,7665
G320,CS,711
G319,TP,12279
G316,MI,6113
G317,CS,15905
G318,BN,2073
G323,RO,1486
G324,MI,27747
G325,LE,9121
G328,BZ,3683
G330,TO,438
G331,CS,2149
G327,BS,4721
G333,CE,11578
G334,AL,539
G335,VV,1299
G338,AL,689
G336,LC,142
G337,PR,194417
G339,CN,216
G342,PV,1910
G340,AV,664
G344,TR,529
G346,BG,2743
G347,TP,10478
G348,PA,31847
G349,NO,2171
G350,BG,365
G353,PN,7717
G352,UD,9391
G354,BS,617
G358,AT,449
G359,PG,5725
G361,BS,7052
G362,FR,1453
G364,CE,3051
G365,VR,3112
G367,AL,1309
G368,LC,2008
G371,CT,48034
G370,AV,2407
G372,CS,1386
G374,FR,3178
G376,SS,3077
G377,ME,13347
G378,LE,1685
G379,OR,301
G381,UD,2597
G382,VS,615
G383,CA,771
G384,OR,2229
G385,MI,11461
G386,BN,1606
G387,TO,1106
G388,PV,72612
G389,UD,5602
G391,BS,2801
G392,TO,3886
G394,RC,543
G393,MO,17400
G395,PI,4747
G396,TO,224
G397,AL,1238
G398,TO,4040
G399,PC,714
G400,CS,1906
G404,BL,4434
G403,FM,2811
G402,CT,14371
G407,BS,4546
G406,VI,751
G408,TV,7403
G412,BG,6025
G411,CS,827
G415,CO,176
G410,SO,41
G416,PU,727
G418,BG,1819
G417,MN,7069
G420,FI,7735
G421,NO,1008
G419,TN,1837
G424,PR,1041
G426,SA,10952
G427,CO,966
G429,TN,401
G430,AT,479
G428,TN,788
G431,SO,1916
G432,TR,1094
G433,RN,2850
G434,CH,272
G436,MC,1076
G435,CH,464
G437,TE,1764
G438,PE,12197
G439,CZ,2072
G441,CH,1608
G442,BL,374
G443,BZ,1522
G444,RM,241
G445,OG,1933
G447,SA,1785
G446,CI,1455
G450,SS,2376
G449,AQ,668
G455,SA,942
G456,LC,926
G453,PU,6270
G452,TN,21363
G451,AR,3119
G454,IM,881
G457,CN,289
G461,PD,3858
G458,CN,116
G462,TO,539
G459,AO,478
G463,TO,3234
G465,TO,663
G469,CR,3387
G471,VC,315
G474,BS,566
G467,BO,28186
G475,BS,638
G476,SA,684
G478,PG,166676
G477,TO,765
G479,PU,94813
G480,LU,3496
G481,VR,17133
G482,PE,120420
G483,CR,1544
G484,AQ,2208
G486,IS,1683
G485,LC,2207
G487,FG,4511
G488,MI,23515
G489,VR,10465
G491,PT,19531
G493,AQ,1113
G492,AQ,4098
G494,BN,1967
G496,PZ,1881
G495,IS,843
G497,IS,274
G498,RI,2044
G499,PE,512
G500,FR,1551
G502,MI,9073
G504,CR,626
G506,CB,3858
G507,RI,232
G505,TO,599
G508,KR,9175
G509,SA,1147
G510,PA,3308
G511,PA,2766
G512,CB,1165
G513,RI,1175
G514,PU,2795
G518,CZ,2594
G515,MC,1996
G516,FM,2307
G517,CZ,1136
G519,AV,351
G520,NO,1394
G521,BI,1468
G522,ME,1334
G524,AQ,1378
G523,IS,456
G525,RO,1594
G526,CN,5584
G528,VC,1312
G529,BS,1503
G534,PD,1303
G532,CN,339
G535,PC,102355
G536,CR,3455
G537,PU,1013
G538,SA,1311
G540,SA,234
G541,CE,2358
G542,SV,806
G543,PA,6219
G546,BS,4673
G547,SI,4223
G545,AO,182
G549,BS,4669
G551,PU,2157
G553,CS,1419
G555,PE,8611
G557,PC,2216
G556,CO,1037
G558,CR,2549
G559,TO,15242
G560,VI,2173
G561,CN,2174
G564,BG,1463
G565,VE,12335
G566,BO,4249
G570,BO,17537
G568,NA,13026
G571,VT,2049
G572,SO,1363
G574,BG,1091
G575,CN,2790
G576,SO,2186
G577,BI,505
G579,BG,1215
G580,EN,21782
G582,LU,2341
G588,BG,86
G583,BG,402
G587,PD,11244
G589,PE,1356
G590,PZ,5933
G591,FR,1200
G593,AT,583
G592,FR,2858
G594,BI,187
G596,CE,11167
G597,CT,3951
G598,FR,6523
G600,VB,1528
G601,PG,3635
G604,FG,2699
G602,SI,2086
G605,SV,8935
G603,CR,1168
G608,TE,263
G606,IS,738
G607,IM,482
G610,CB,214
G609,CB,1341
G611,AV,2347
G612,PV,850
G615,CS,1277
G616,PZ,4099
G618,PG,2102
G614,PZ,2345
G613,CH,137
G619,AL,923
G620,CE,4701
G622,CS,1126
G623,PZ,1018
G621,PE,481
G624,EN,6919
G625,CN,72
G626,BN,533
G628,LU,23887
G629,AV,1553
G627,PU,666
G630,CE,2981
G631,BN,3132
G632,IM,1346
G633,MN,1033
G634,MI,16118
G635,PV,854
G636,PT,9253
G637,MC,844
G639,PV,1990
G643,BO,7013
G645,TV,12060
G642,BL,3796
G646,GE,2515
G647,CR,1291
G648,LU,2451
G650,PV,2634
G649,MO,2271
G651,CR,1586
G656,TN,650
G653,AR,3156
G657,MC,1439
G659,FR,4637
G658,VB,2572
G661,CE,6045
G662,FR,2570
G660,IM,839
G663,PZ,6996
G664,SP,575
G665,CO,252
G666,VC,140
G669,CA,1173
G670,NA,6000
G671,PV,1715
G672,TO,3032
G673,RO,1139
G674,TO,35970
G676,AT,223
G678,TO,8380
G680,PN,1510
G682,PU,2020
G681,TN,3059
G684,TO,3779
G683,CN,1325
G685,VC,199
G686,MI,37045
G687,LI,34041
G688,PD,9558
G692,AT,637
G691,TO,18441
G690,MC,1162
G693,PD,19850
G695,AL,843
G694,VI,8343
G696,PC,626
G699,ME,3975
G698,LT,14467
G697,CN,998
G702,PI,90488
G704,RM,753
G707,SA,2627
G703,NO,792
G710,BS,7936
G705,TO,3372
G712,MT,17715
G716,GR,3795
G713,PT,90205
G715,PT,1664
G717,MN,1700
G718,SO,1900
G719,TO,1372
G720,PV,743
G722,VV,9298
G721,CR,6501
G724,CH,1103
G726,AQ,4519
G727,IS,322
G728,VV,1120
G729,RC,1170
G733,CS,740
G734,CZ,2134
G735,RC,3839
G736,UD,615
G737,CO,850
G740,SS,4531
G742,CN,3311
G741,SV,639
G743,UD,2496
G746,MS,2222
G747,PC,9195
G749,FR,4190
G751,LE,6058
G752,SI,29063
G753,MN,6628
G754,PO,9996
G757,RI,1306
G756,RI,2030
G758,PG,112
G761,FG,2719
G760,CH,878
G762,NA,22009
G764,RI,2705
G763,RI,6343
G765,RI,2588
G766,AQ,1147
G767,TP,1494
G768,FE,9869
G770,RI,571
G769,BA,1486
G771,AN,685
G772,MI,8379
G773,CO,718
G774,BG,1601
G775,NO,1464
G776,VI,4332
G777,TO,10635
G780,PN,3165
G779,BS,2520
G782,RO,3962
G784,RM,2425
G785,VV,1014
G786,MT,17532
G787,BA,18014
G788,PC,860
G789,MO,1645
G790,TR,242
G791,RC,10396
G792,PA,3334
G793,SA,5282
G794,AO,1544
G795,NA,13468
G796,SA,2404
G797,PA,2978
G798,BI,2107
G799,CH,2224
G805,TO,998
G801,BS,2623
G803,AN,4590
G800,CN,1146
G802,PD,3319
G804,PI,5842
G806,MT,4117
G808,TN,2488
G807,AL,382
G809,NO,2203
G811,RM,63268
G812,NA,39843
G813,NA,25196
G816,MN,1710
G815,BS,3816
G814,IM,816
G818,BS,5251
G817,OR,256
G820,BI,3792
G821,CO,243
G823,PD,2459
G822,PI,15557
G826,TO,3367
G825,FI,20607
G827,BN,2554
G831,UD,1412
G830,BZ,198
G833,PT,8844
G829,SO,2321
G834,SA,26165
G836,RO,2213
G837,CN,169
G838,FR,13200
G839,AL,3653
G842,PC,4742
G840,IM,2339
G843,PI,29267
G844,BS,1726
G846,TV,8345
G847,CO,4302
G848,BN,2126
G849,CE,1699
G852,PC,6540
G851,PV,798
G853,BG,6923
G850,PD,3762
G854,AO,3833
G855,PD,13543
G856,BG,11551
G858,AL,1459
G859,BS,7090
G860,AO,822
G861,AL,599
G862,MN,2383
G864,BG,3303
G865,LT,14942
G867,BG,5014
G866,SV,835
G870,MS,7284
G869,BS,6917
G871,LT,3348
G872,AL,342
G874,RM,1137
G873,FM,1648
G875,TV,12714
G877,AL,1010
G879,AR,6134
G878,PE,5120
G881,TR,1971
G882,LU,8868
G886,PN,15250
G887,SA,723
G888,PN,51139
G889,CO,4916
G890,IM,710
G891,UD,2590
G894,AT,2020
G895,PV,1493
G903,CE,7856
G904,FC,737
G906,VA,2906
G902,NA,55012
G905,RC,1191
G900,TO,1065
G910,CB,2536
G912,LI,11980
G909,TV,755
G907,VA,2386
G913,GE,416
G914,VE,25116
G916,FE,11756
G919,MC,12571
G920,FM,16066
G917,MN,16487
G921,FM,26270
G922,CI,5145
G923,RO,9751
G925,SP,3588
G924,SS,22279
G927,BI,1229
G926,RO,14405
G929,NU,2966
G931,VI,555
G932,SA,3942
G933,TV,2160
G935,FR,1127
G934,RI,666
G936,BZ,1873
G939,SA,2122
G937,SO,662
G940,VC,561
G943,VI,3093
G944,TV,5211
G942,PZ,67168
G945,VR,7180
G947,RE,7330
G949,UD,5450
G950,TN,2275
G953,RG,19505
G951,RI,339
G955,MI,6068
G957,VI,2784
G954,IS,2345
G959,BS,3537
G960,AL,317
G961,AL,4758
G963,PD,3566
G962,SS,2615
G964,NA,81528
G965,MI,8471
G966,UD,6892
G968,BG,4707
G970,CN,243
G969,UD,3602
G972,BO,14792
G973,TO,781
G975,CS,6708
G974,BI,2161
G976,SA,2026
G977,BS,2942
G978,TO,243
G979,TO,1933
G980,BI,2457
G981,VE,4596
G982,TO,238
G985,VC,710
G986,TO,1274
G987,AL,497
G988,TO,753
G990,AV,2959
G991,CE,1478
G992,AQ,499
G994,PN,8439
G993,SO,2981
G995,CE,1535
G997,TO,539
G999,PO,192469
H010,PN,3461
H002,UD,896
H004,BZ,3566
H007,AQ,7553
H001,NO,1910
H006,AV,3807
H011,CN,167
H013,RC,791
H014,UD,1447
H018,TN,4536
H015,PG,716
H017,FC,6297
H019,BZ,551
H020,BG,1843
H021,AL,2010
H022,TV,16908
H026,MI,7306
H027,IM,494
H028,LC,2266
H029,UD,4113
H033,VB,558
H030,VB,730
H036,BG,1141
H037,VB,1996
H034,FC,796
H038,UD,240
H040,UD,763
H042,AO,1029
H043,BS,1545
H045,CE,1766
H046,BG,4898
H047,LE,5356
H048,VR,2528
H052,CH,937
H055,BS,6977
H056,AQ,952
H059,CN,513
H061,MO,3729
H062,SA,1035
H063,LC,2270
H068,CN,2010
H070,PA,4788
H069,CN,690
H071,VT,557
H072,NA,10496
H073,GE,140
H074,CO,911
H076,LT,1197
H077,BS,912
H081,BZ,263
H078,BS,7394
H083,CB,116
H085,CN,449
H086,BS,3406
H087,BN,1340
H088,CA,7356
H089,UD,939
H090,TA,11431
H091,BG,1724
H095,SS,729
H094,CO,1367
H096,BA,26783
H097,AV,1876
H098,CH,804
H102,AT,181
H101,NA,25766
H100,TO,335
H103,BI,1437
H104,AL,1391
H106,VB,249
H110,AO,4061
H107,VB,388
H114,NA,41069
H108,VC,4129
H117,VE,8129
H109,PT,26267
H118,CA,70914
H120,TO,348
H119,CA,13271
H121,AL,1639
H122,RE,13185
H126,SV,7199
H128,AV,1936
H127,TO,1026
H129,MN,1186
H131,TV,9881
H130,CR,949
H132,VC,376
H140,BS,6262
H134,VI,5817
H146,TN,1372
H143,MN,5616
H147,LE,10952
H148,AG,8219
H150,CN,10013
H151,ME,1020
H152,BZ,4447
H153,SI,1587
H154,CT,3133
H156,SI,1088
H157,SI,937
H159,AG,12737
H161,UD,2875
H163,RG,73500
H165,CE,1638
H166,AQ,2769
H168,CT,10901
H173,VA,919
H174,VA,1297
H171,CO,465
H175,CT,10810
H176,BG,5957
H177,BG,1222
H182,FM,2110
H180,IM,563
H183,GE,29778
H184,CH,1284
H185,SI,5256
H186,PZ,4400
H188,VC,67
H187,PZ,959
H189,BZ,2866
H192,SO,291
H194,AG,11609
H195,MO,6154
H196,UD,534
H198,SA,2490
H199,RA,159057
H202,CE,1318
H200,UD,448
H203,VB,767
H204,PV,417
H205,AG,4562
H206,UD,4909
H207,TO,1803
H212,GE,9696
H213,NO,935
H214,VI,6354
H211,MC,21241
H210,CE,7767
H216,PV,1080
H218,MN,1275
H220,TV,1739
H219,AT,1563
H221,EN,7233
H222,FI,16340
H223,RE,171491
H224,RC,182551
H225,RE,9192
H227,BN,1180
H229,UD,6134
H228,ME,795
H230,BS,3384
H235,CS,35475
H233,MB,4086
H236,BZ,7847
H238,TV,9490
H240,MI,14132
H242,UD,1021
H243,NA,53231
H244,UD,290
H247,CN,4243
H246,PV,1558
H245,CL,1994
H248,MN,2508
H250,AT,769
H253,TV,2198
H254,TN,1265
H255,CO,310
H256,BS,13469
H257,IM,351
H258,GE,982
H259,CO,173
H262,AO,89
H264,MI,50767
H263,AO,184
H265,RC,2345
H266,SV,563
H267,RM,10565
H268,CE,2313
H269,AG,19055
H270,TO,48
H272,AL,685
H271,VV,4938
H273,CB,5180
H275,SP,3699
H276,CR,1757
H277,SA,1135
H280,TV,11012
H274,RN,34965
H281,CL,11484
H282,RI,47552
H284,BZ,1328
H285,CN,1056
H286,FI,8706
H288,RM,10232
H287,FG,2045
H289,UD,444
H291,VC,56
H292,VC,104
H293,VC,131
H294,RN,148908
H297,LI,1105
H298,RE,6133
H299,BZ,3081
H304,SP,1542
H303,MO,703
H302,RA,5683
H305,LI,2195
H301,OR,2152
H300,RM,762
H311,CB,504
H308,IS,1111
H312,PZ,1718
H313,CB,3120
H307,PZ,13239
H314,CR,993
H315,CR,3406
H316,CR,529
H319,PI,1626
H320,CH,4083
H323,MC,851
H321,AP,4257
H324,FR,5256
H325,CT,14776
H326,CN,109
H327,BL,631
H328,IM,2863
H329,VC,264
H330,TN,17190
H331,BG,875
H333,TO,1193
H335,TO,20055
H334,AL,1443
H336,PV,5326
H338,TO,2644
H337,TO,4685
H340,TO,12603
H341,CR,1967
H342,MN,2584
H343,AL,388
H344,TO,1628
H346,VC,457
H347,UD,2464
H348,PZ,2746
H350,PC,7010
H353,AQ,689
H354,RI,1226
H355,TO,48798
H356,VR,2182
H357,CR,8133
H359,RC,7814
H360,FE,3247
H361,VI,4299
H363,CN,101
H362,CN,104
H365,VC,2352
H364,VC,961
H366,AT,395
H367,TO,3093
H369,PV,5861
H371,MI,4885
H372,CR,2343
H373,MI,6766
H375,PV,558
H376,AT,497
H377,CN,2279
H378,CN,493
H379,BL,1228
H380,ME,1113
H382,AV,2362
H383,KR,3407
H384,PR,2998
H385,CN,1567
H386,TO,1753
H387,RM,188
H390,AP,1997
H389,AQ,683
H391,CN,139
H392,AT,935
H393,FR,945
H395,CN,1673
H394,SA,7190
H396,PV,80
H398,CE,3253
H399,AQ,849
H401,RM,378
H402,AQ,1505
H403,KR,5690
H405,ME,189
H404,RM,17144
H400,AQ,530
H406,AL,131
H407,CN,2143
H408,RC,457
H409,TA,1828
H410,BS,4824
H411,RM,265
H412,SA,1715
H413,LT,4540
H416,CS,3321
H414,AL,1503
H417,GR,1024
H418,ME,4144
H422,PA,1493
H421,LT,1128
H420,IS,920
H423,CE,3462
H425,PE,924
H424,CH,1672
H427,RI,557
H428,PA,2466
H426,PZ,1495
H432,RM,12013
H431,SA,9067
H429,AQ,169
H433,NA,7009
H436,CE,863
H434,AQ,1628
H437,FC,1897
H438,AV,843
H439,CH,2328
H440,TE,516
H441,RM,971
H443,FR,7409
H445,IS,542
H444,LT,1127
H442,CH,1195
H447,CN,745
H446,RI,795
H451,AT,397
H448,CH,1312
H450,PV,212
H449,GR,9166
H452,SV,760
H453,CN,2693
H454,CB,807
H455,ME,657
H458,IS,1106
H456,RC,6526
H459,CE,467
H460,IM,299
H462,CN,167
H465,AL,206
H466,AT,346
H461,SP,697
H467,FG,1843
H468,AT,1445
H470,MI,4651
H472,CN,1611
H473,CN,410
H474,CN,971
H475,BZ,1198
H477,BS,9585
H478,CO,1316
H479,ME,2050
H480,FG,3679
H481,MN,5281
H484,BS,4551
H485,SA,1549
H488,CS,7230
H490,CS,5782
H486,LC,3149
H489,RC,1059
H491,PV,633
H492,BG,3909
H493,SO,548
H495,CH,104
H494,RM,719
H497,AO,1034
H498,TO,2023
H506,TN,617
H503,SA,378
H505,PV,693
H501,RM,2873494
H502,NO,3944
H500,RE,4112
H507,SS,543
H508,CR,3071
H509,BG,20319
H511,TO,2717
H512,VI,14407
H514,GO,3711
H517,TN,1396
H518,NO,5614
H522,VR,3834
H519,ME,6621
H516,VV,4549
H521,CO,1714
H523,TV,14471
H529,MB,4568
H527,PV,1548
H528,TN,2885
H525,BS,9560
H531,GO,11939
H532,TN,439
H534,VT,8604
H533,UD,2032
H535,BG,432
H536,GE,4376
H537,MB,3476
H538,BI,1514
H539,TO,310
H542,FC,3371
H540,VR,6008
H541,MN,7053
H544,BG,762
H546,GE,64
H547,TO,1905
H553,BI,892
H549,VC,576
H552,TN,435
H554,TO,237
H555,TO,840
H556,VI,14444
H559,PV,579
H560,MI,5762
H558,RC,14829
H561,BI,104
H562,PE,3923
H564,SA,806
H568,FG,1083
H565,CS,4419
H566,CH,233
H569,AL,1562
H570,LI,31197
H572,CS,1939
H574,SR,21322
H573,RO,6481
H575,AN,1972
H577,VC,181
H578,CN,897
H579,CS,36724
H580,VI,8096
H584,BG,923
H581,GE,2744
H583,TO,4920
H585,CS,1129
H588,AP,884
H589,CB,1202
H591,MT,2618
H590,PZ,3479
H592,AV,3591
H593,PC,12249
H594,VI,658
H598,BS,19132
H599,GE,533
H601,CO,7815
H606,VR,2750
H608,VR,2115
H607,TN,1622
H602,CO,6139
H604,MN,8509
H614,PV,906
H612,TN,39482
H609,PN,5952
H610,VR,1575
H615,BG,4123
H618,RM,1334
H622,PD,4978
H621,CS,3136
H620,RO,51625
H625,PD,16283
H623,MI,42417
H627,TO,2391
H628,RE,14882
H629,UD,2957
H630,BS,5778
H631,TO,773
H633,CN,366
H632,LE,9767
H635,FI,7291
H634,TN,412
H637,PV,712
H639,TN,824
H641,PZ,3555
H642,RA,12308
H643,BA,18617
H644,SA,832
H646,PZ,1070
H647,LT,20613
H645,BA,25457
H648,VC,58
H650,BS,3904
H652,MN,4216
H654,SA,487
H655,PD,4922
H657,PN,19853
H658,RM,7806
H659,CA,983
H661,OR,201
H662,BI,1633
H665,GO,2183
H666,TN,191
H669,AO,3441
H670,AO,374
H671,AO,1346
H672,AO,306
H673,AO,198
H676,AO,4620
H675,AO,331
H674,AO,3191
H677,AL,351
H679,CO,527
H678,BO,8369
H682,PR,5592
H681,BI,593
H683,SA,12644
H684,TO,591
H686,SA,1977
H687,MT,2796
H688,TP,1681
H689,RO,1144
H690,VC,226
H691,TO,1872
H693,CB,688
H694,AL,4121
H699,BS,3388
H695,CN,495
H704,CN,177
H701,LO,2623
H702,TO,490
H705,PD,2783
H700,TP,10638
H703,SA,134850
H706,TV,6674
H708,LE,8287
H707,VC,107
H712,VR,563
H710,CN,1285
H713,RI,551
H714,VR,3772
H715,PE,299
H716,CN,703
H719,BZ,3793
H717,BS,10634
H720,PR,19762
H723,VA,3021
H725,VC,4033
H724,RN,3082
H727,CN,16968
H729,LE,4649
H726,BI,1971
H730,PZ,1114
H731,CR,1163
H732,SA,552
H735,VE,12835
H734,TO,75
H733,AV,751
H736,VA,16021
H738,VS,5189
H739,CA,1676
H743,AG,5876
H744,PT,1570
H745,RM,907
H746,CN,88
H749,BA,6499
H752,SO,2890
H753,TO,1593
H754,TN,552
H755,CN,1024
H756,OR,3031
H757,LE,1477
H765,CS,1025
H764,BN,4791
H763,IM,3062
H760,CO,1017
H766,CA,1241
H767,CR,2162
H769,AP,47420
H768,RO,1110
H770,CN,168
H771,MN,7217
H772,AQ,3906
H773,AQ,107
H774,CS,1541
H775,TO,6044
H777,VB,1324
H778,AG,3275
H779,FR,338
H780,IM,1325
H781,TV,12964
H782,CB,181
H783,VR,21258
H784,CH,948
H785,VV,4247
H786,BZ,3317
H790,SI,1601
H787,GO,6172
H791,FI,17125
H789,TO,4011
H792,CL,22865
H793,LE,8226
H795,PZ,1345
H794,MO,6463
H796,PZ,1074
H797,PA,5353
H798,CE,13661
H799,PV,483
H803,MI,7336
H805,CT,2662
H801,RN,5526
H800,SA,6606
H804,TO,372
H802,GE,2644
H807,VV,2214
H806,CS,601
H809,PU,4749
H810,AL,599
H811,AT,8342
H808,PZ,695
H812,CN,424
H814,PV,654
H815,CR,1374
H816,UD,8010
H819,AQ,1884
H818,CS,3512
H820,TO,548
H822,BR,6669
H821,BI,2687
H823,VE,41883
H824,FR,2076
H825,CS,1316
H826,LE,5700
H827,MI,32416
H829,VI,8432
H831,PZ,2966
H830,CO,1827
H833,CB,630
H834,CE,17560
H835,MO,10831
H838,BS,3413
H836,LT,10025
H839,BT,13936
H840,CO,4758
H841,CS,2692
H842,ME,7048
H843,TV,6962
H844,LO,1830
H845,GO,780
H846,CZ,731
H847,TO,4963
H848,OT,1173
H850,ME,3667
H851,CN,3038
H852,CN,2381
H855,TO,3738
H856,VS,8666
H857,TR,5018
H858,BZ,3046
H859,PV,3906
H861,VC,1615
H862,TO,1823
H860,NA,11911
H863,VI,1160
H865,BS,2562
H867,CB,1448
H868,SO,349
H870,MN,1595
H872,VA,1515
H875,SI,7780
H876,MC,3442
H873,TO,3181
H878,AL,1246
H877,CS,1319
H880,FR,3150
H881,CS,1408
H882,TA,15218
H883,MN,9546
H884,MI,6794
H885,PV,1078
H886,PU,1360
H887,PC,5777
H888,MT,1199
H889,RC,3082
H890,TO,2627
H891,PN,4644
H892,NA,45410
H893,PD,10171
H894,BN,10051
H895,UD,7550
H896,BO,8629
H897,PD,6290
H898,BN,2981
H899,AT,121
H900,TO,1015
H901,AR,16960
H907,SA,3769
H906,UD,6180
H910,BG,4837
H903,RC,471
H911,SI,890
H914,AG,8017
H913,VT,1330
H916,VR,5115
H912,MN,1264
H917,FR,3307
H920,CB,567
H919,CS,17227
H918,CR,1912
H921,RN,9353
H922,CT,23270
H923,CH,176
H924,VR,25205
H926,FG,27156
H929,CB,1036
H930,MI,38318
H928,CB,1006
H931,NA,31192
H933,PA,8653
H935,PG,11234
H936,TO,3383
H937,FI,1142
H938,BL,1571
H939,CE,960
H940,CT,11873
H942,RM,1589
H941,VV,2580
H943,SA,4248
H944,VR,4067
H945,BO,32333
H949,RN,2935
H952,BZ,3551
H953,BN,3067
H951,UD,1117
H955,BN,2219
H956,BZ,3894
H959,RC,2625
H958,PU,3387
H962,CS,3389
H957,IM,1281
H961,CS,640
H964,GO,1541
H969,VT,2080
H970,RC,3756
H967,BN,2121
H971,CS,6036
H973,BN,778
H974,VS,8484
H975,AV,1172
H977,SA,2661
H980,PT,6370
H976,CZ,1546
H978,CE,14203
H979,AN,2055
H981,CS,7391
H982,ME,1957
H984,BN,3346
H985,FG,13725
H986,FG,990
H987,AT,658
H988,BZ,1719
H989,BZ,3242
H990,CB,4769
H991,CH,938
H992,CS,1074
H994,PZ,776
H996,RO,3920
H999,PN,1458
H997,TO,823
I003,VR,15148
I007,CR,438
I011,RE,8102
I005,MN,1749
I008,PD,13164
I002,BN,1243
I012,LO,3681
I017,AT,1028
I016,AV,4899
I014,PV,6227
I018,TA,9258
I019,SA,10475
I023,CB,867
I024,TO,10313
I025,NO,3037
I027,FC,11776
I026,KR,2119
I028,PA,1643
I029,MT,1505
I030,TO,19074
I031,SA,878
I032,SA,587
I034,AV,2497
I035,CT,3250
I037,CN,1957
I042,TN,3092
I040,VE,11888
I045,BR,6298
I046,PI,27874
I047,VI,1691
I048,PV,5442
I049,BN,880
I051,CO,303
I052,NO,719
I053,BA,9952
I054,FG,15423
I056,CE,22672
I057,KR,852
I058,VV,1329
I059,LE,5905
I060,CS,1988
I062,BN,3663
I061,AV,761
I063,BL,395
I066,BR,9975
I065,BZ,1577
I071,AN,912
I072,FG,5777
I073,NA,3495
I076,AT,1207
I079,BG,4830
I082,GO,2034
I084,ME,2791
I086,ME,2869
I088,BL,1617
I089,SA,1710
I090,TO,1453
I092,UD,2151
I093,CZ,4151
I095,CZ,1676
I096,IS,493
I098,CT,7915
I105,VR,3008
I107,PD,4497
I108,CS,510
I109,VR,12851
I102,RC,1159
I103,TV,5251
I110,BO,12292
I116,NO,2035
I113,CE,927
I114,CS,3645
I117,VI,1613
I115,LE,3562
I118,CA,2103
I120,PD,3031
I119,BR,13684
I121,AQ,671
I122,CB,471
I123,RE,6106
I125,RM,2981
I124,TV,4860
I130,CE,1912
I129,AV,1547
I126,TO,268
I128,MO,3603
I131,CE,12340
I132,RC,542
I133,MO,5927
I136,PN,4367
I135,SI,2655
I137,TO,3110
I138,IM,54824
I139,RC,1719
I140,LO,3528
I142,LU,1405
I143,SA,1722
I144,AL,4256
I145,BN,4024
I147,ME,1289
I148,CH,20055
I150,AL,579
I151,NA,9146
I152,TO,1954
I153,PR,5695
I154,TO,3612
I155,AR,15907
I157,PZ,1529
I156,MC,12630
I162,CO,1736
I158,FG,53434
I163,AV,1610
I164,CZ,1365
I165,CS,2180
I166,CA,8301
I168,BG,549
I169,CL,5342
I170,CZ,2194
I171,CS,1213
I172,LE,3023
I173,BZ,1961
I174,PA,1011
I175,PV,2006
I176,RC,899
I177,PI,14755
I178,RG,10899
I181,CB,4387
I182,CI,3434
I179,BN,915
I183,CS,1251
I184,ME,974
I185,AG,2413
I187,GR,2611
I188,PA,11238
I190,AL,423
I189,IS,1505
I191,BO,7255
I192,CS,1856
I193,FG,1929
I196,RA,2880
I197,BN,11175
I198,RC,606
I199,ME,12531
